cycle_id,survival_rate,ADP
3458,77.67391834148894,0.26636363636363636
3459,77.54821294466355,0.2658333333333333
4044,88.46767270519932,0.2530769230769231
4045,88.63991440100195,0.2623076923076923
4046,88.85697018200857,0.25
4047,92.22755412973744,0.23083333333333333
4048,89.55062747292071,0.21846153846153846
4181,84.01603428449813,0.26
4233,64.3025426247,0.15
4238,8.653356590497717,0.363
4239,27.092050817992497,0.274
4241,19.89794674213385,0.314
4309,76.35635991689159,0.49399999999999994
4442,82.24688071987207,0.19166666666666665
4446,75.6939276599908,0.155
4514,98.1750083427983,0.18
4515,85.77536807224024,0.11
4551,56.95087966103929,0.20500000000000002
4750,96.9805146294582,0.2816666666666667
4751,98.3422278673227,0.29
4887,99.27601999063316,0.28
4938,72.10375011338219,0.20750000000000002
4946,59.79770997667643,0.265
5222,66.0253026639716,0.25458333333333333
5223,71.54036232102031,0.2645454545454546
5435,42.42165227722069,0.36333333333333334
5677,52.44810621228616,0.4633333333333334
5731,80.6825648465585,0.18666666666666668
5902,83.46202707365893,0.33916666666666667
5903,82.8974510519029,0.3427272727272727
5918,96.1976380036848,0.3584615384615385
5919,43.90781256104923,0.3646153846153846
5920,56.95209887821574,0.3190909090909091
5921,65.21817369281622,0.3054545454545454
6628,89.92740360667068,0.23500000000000001
6952,99.4146223881674,0.07
7273,58.90584925193999,0.2
7276,54.95022145229741,0.17500000000000002
7277,43.25198894915013,0.2
7289,39.9329049217614,0.18
7293,60.10461399309205,0.2
7303,52.12972943316759,0.2
7605,49.770634647735015,0.12666666666666668
7617,60.59825112925746,0.14500000000000002
7622,71.84075393683952,0.27
7876,74.97985161528628,0.280625
7991,99.05151142690644,0.43714285714285717
7995,94.33799906398995,0.37857142857142856
7996,82.9238059558846,0.44857142857142857
7997,91.34193130449046,0.415
7998,86.98571196323829,inf
7999,96.09075274383022,0.4757142857142857
8000,99.27811522717133,0.4414285714285714
8005,92.18740165058648,inf
8006,99.39520759795762,0.3566666666666667
8008,93.99744694727504,0.32571428571428573
8011,97.3893057870662,0.49142857142857144
8012,98.51869707061456,0.4228571428571429
8013,89.64404609934623,0.5133333333333333
8014,98.65480988085989,0.47333333333333333
8092,45.21080511161498,0.15
8259,81.44642618973315,0.122
8265,61.424315967341634,0.10200000000000001
8266,30.885582890441476,0.105
8292,98.79552427971808,0.395
8475,99.36751095686996,0.20500000000000002
8578,69.98459215385384,0.24
8716,98.57930559401926,0.12
8985,60.45232682553771,inf
9057,77.10275824930791,
9058,97.34187928423398,
9090,81.50389087710076,0.23076923076923078
9091,76.72056869853776,0.23692307692307693
9093,84.67782595279257,0.21923076923076923
9094,75.17350012391039,0.23923076923076922
9095,80.38529130902972,0.24461538461538462
9096,69.13955297253244,0.3046153846153846
9097,73.42526444684209,0.2561538461538462
9098,80.039470721104,0.25076923076923074
9100,81.22603533521216,0.23153846153846155
9101,73.76581854192456,0.26
9102,98.51991842169268,0.29444444444444445
9103,99.50993342546344,0.2822222222222222
9104,90.34009988399404,0.31444444444444447
9105,92.68406265901037,0.23333333333333334
9106,93.56767767367714,0.23111111111111113
9399,35.67548739296125,0.016666666666666666
9545,23.802018128918952,0.39
9877,87.97162351507733,0.11
9921,31.671300736882937,0.165
9989,55.04504069021102,0.28
9993,75.83523207264412,0.19999999999999998
9998,16.030265840665894,0.14666666666666667
10000,80.60488517773499,0.27
10004,98.4962935226919,0.55
10005,93.21919323770491,0.11
10010,99.83488437802936,0.39749999999999996
10027,98.9511608167758,0.08
10031,99.83550300484605,0.185
10042,99.07263797614694,0.13
10043,99.16236861225916,0.11
10044,99.077095401723,0.2714285714285714
10046,75.17948391393755,0.2925
10070,69.0471161185504,0.36633333333333334
10071,63.090324653268254,0.393
10072,65.31728308291345,0.37689655172413794
10191,40.84776808573408,0.29333333333333333
10195,62.07550230078592,0.4227272727272728
10196,69.55378613780012,0.32
10197,66.66465813596733,0.38818181818181813
10198,46.293925509150846,0.1925
10200,17.904907532574214,0.26333333333333336
10201,82.17287958577313,0.26833333333333337
10241,88.99350404309631,0.258
10242,95.85952215134768,0.34875
10258,47.72101915314045,0.19666666666666668
10358,98.8077234370014,0.1
10366,99.92110464285716,0.2671428571428572
10367,98.9113531945723,0.284
10400,80.64593947012955,0.3375
10408,99.792444465393,0.11000000000000001
10414,33.0483508517327,0.26333333333333336
10703,42.22950739062465,0.3385714285714286
10704,45.47430915519836,0.325
10705,45.91409544017027,0.29333333333333333
10706,37.11254809781835,0.275
10710,36.69087057748582,0.36428571428571427
10711,37.02828922060039,0.31285714285714283
10712,37.595300292330094,0.25
10713,28.49292197046088,0.31428571428571433
10714,26.73816308443272,0.3666666666666667
10718,99.112979567641,0.304
10719,99.18543325751592,0.254
10737,96.02692971281152,0.24333333333333332
10759,32.001132500239045,0.38999999999999996
10763,99.78633593262948,0.3433333333333333
10764,89.68828556037643,0.20500000000000002
10771,70.36799411191086,0.2644444444444444
10772,74.99563008997009,0.29000000000000004
10984,18.36272963525753,0.288
11017,96.98454424536295,0.405
11042,25.31658315792051,0.28
11044,45.40544106859057,0.19499999999999998
11080,19.397188368086177,0.2
11081,15.283045445129195,0.12666666666666668
11149,60.797052987518185,0.6
11168,94.36026633430627,0.36166666666666664
11225,33.76479079664391,0.16
11304,49.543235625462856,0.06999999999999999
11317,93.3521245111588,0.185
11338,84.65450235821318,0.22
11339,74.92146597148438,0.17
11340,97.47671550588848,0.27
11341,90.18503223240428,0.3
11342,54.397668888187546,0.39
11345,29.94623331392493,0.39
11346,60.10662939760391,0.17
11352,29.171118630715544,0.23000000000000004
11509,22.23749300701192,0.25666666666666665
11544,33.380752665472336,0.47
11609,71.0267156306309,0.28250000000000003
11632,91.94808739413422,0.62
11638,66.12368566903056,0.29
11639,27.26858683142292,0.262
11675,66.54328381299374,0.2333333333333333
11680,93.87267937033654,0.19
11741,17.40811947289624,0.215
11774,99.74453867285222,0.5242857142857142
11775,94.19712182887532,0.45199999999999996
11789,92.04311442053094,0.4666666666666666
11797,54.597233934173694,0.16749999999999998
11922,97.97324183751704,0.36999999999999994
11926,95.48475735287312,0.3233333333333333
11927,98.5524748879008,0.33714285714285713
11928,89.86489315730392,0.2642857142857143
11931,81.74103582470023,0.35833333333333334
12021,88.92104086375602,0.5233333333333333
12025,59.75212168715276,0.25666666666666665
12065,96.75214427415716,0.305
12067,95.67496984368796,0.32999999999999996
12072,95.6834498894774,0.348
12163,98.53929499939808,0.3083333333333333
12323,46.59114773328038,0.18333333333333335
12324,48.29401774126284,0.09666666666666666
12325,64.56305594386194,0.18666666666666668
12332,92.40340302294643,0.11333333333333334
12336,90.73429746030834,0.15000000000000002
12341,99.15977664377834,0.132
12347,74.1418527323034,0.39
12348,47.87339738108841,0.305
12349,58.97549815280369,0.3433333333333333
12350,65.878314679791,0.2625
12351,42.84782763727343,0.25
12354,48.20637514480072,0.2475
12357,49.17296808845568,0.158
12359,45.701865452823306,0.22000000000000003
12361,54.02257231830475,0.20800000000000002
12362,85.57540118125803,0.20500000000000002
12453,37.03974235974779,0.26666666666666666
12484,38.664748753958456,0.11
12491,41.74141490721928,0.13
12504,46.78248340986544,0.23
12505,54.310714934132335,0.16
12506,49.94586737253329,0.36
12572,98.36809234768224,0.23500000000000001
12639,41.7711043878235,0.2125
12705,87.09576492650372,0.36428571428571427
12850,92.60882804699644,0.35
12851,92.52779249536088,0.33499999999999996
12852,75.0494467901362,0.3325
12853,98.3425918862592,0.415
12854,80.64572666238519,0.3725
12855,73.54678676108334,0.3575
12856,99.52126845158112,0.32
12857,48.05655433415141,0.4275
12859,91.10573014088968,0.36
12860,94.01202968139548,0.37
12862,79.27100268716097,0.37
12864,87.64868278736262,0.355
12865,87.91248850145176,0.395
12866,87.80813598568085,0.34
12867,91.17589059817232,0.42000000000000004
12868,12.731313532239035,0.33
12869,87.42646540893294,0.36
12978,53.66170477382982,0.15
13024,87.67881432574356,0.30625
13112,71.8343045115401,inf
13114,97.90366133968156,0.29
13117,20.73277334791971,0.2
13166,95.19995802171684,0.22249999999999998
13198,27.56019502223137,0.30625
13308,76.03482841252227,0.28285714285714286
13414,46.42759998719419,0.505
13419,85.0971725267978,0.33
13451,27.40332297100776,0.38000000000000006
13452,43.432619937597416,0.425
13667,62.81770958406364,0.258
13710,32.54643450740323,0.27599999999999997
13774,66.30025929742042,0.21
13777,89.90886927329892,0.31833333333333336
13791,74.37163761307939,0.44166666666666665
13888,49.80306525346013,0.25555555555555554
13892,67.31085451113617,0.28
13913,59.97003405202489,0.305
14045,99.0340498244838,0.33
14046,98.8456248224488,0.3078571428571429
14047,98.21873420198808,0.29900000000000004
14114,98.90575633306236,0.175
14154,80.09277601839274,0.40888888888888886
14155,77.50866747804744,0.37
14220,97.85839862179488,0.20083333333333334
14223,98.6182907010496,0.18153846153846154
14289,60.89091993007508,0.4328571428571429
14324,93.01370737966816,0.35384615384615387
14325,93.7743993119848,0.32666666666666666
14326,96.378266624209,0.35083333333333333
14327,97.46599093194102,0.31769230769230766
14328,98.39578345464992,0.31071428571428567
14329,99.16632552526453,0.3225
14344,63.01550482739437,0.18333333333333335
14345,59.41023946448702,0.16166666666666665
14346,68.61472724470245,0.13166666666666668
14368,87.2730058493053,0.4083333333333334
14506,94.48276434086064,0.31583333333333335
14522,65.98337878091898,0.098
14576,48.89838877824877,0.3233333333333333
14577,51.30549054773101,0.1575
14578,33.23042012306808,0.0975
14579,65.8785957887681,0.23666666666666666
14580,24.90496830712242,0.22166666666666668
14604,86.73995470646832,0.28076923076923077
14614,99.756670989566,0.3733333333333333
14630,55.3980863186176,0.21384615384615385
14691,63.992228885425554,0.325
14824,88.45036517882137,0.315
14877,62.6793853861837,0.35000000000000003
14878,36.139680837820464,0.18999999999999997
15005,95.57170753371898,0.364
15006,52.36981478422561,0.366
15015,70.94651940623646,0.2975
15016,77.2590425911993,0.26
15017,77.51954970591369,0.26
15060,12.451430477518558,0.29
15067,21.314864629098984,0.244
15106,98.79755167604728,0.27
15107,96.4715650589584,0.27
15108,44.31306362385436,0.17500000000000002
15213,10.492637050360214,0.905
15214,10.622880119143282,0.23
15215,9.575109816885622,0.29
15216,9.777513552640608,0.41
15217,8.059782974572155,-0.06999999999999999
15219,8.00455586270254,0.19
15221,8.05862418179086,0.45
15288,97.40824603335662,0.22444444444444445
15289,88.64773488968255,0.17285714285714285
15301,93.67149335568884,0.37124999999999997
15303,53.97387596228703,0.312
15304,68.22075268312284,0.27999999999999997
15305,76.34469396799433,0.3333333333333333
15307,58.45878654481943,0.45999999999999996
15309,68.02307552125707,0.306
15312,88.92686642137633,0.44
15316,74.96064367630271,0.27199999999999996
15399,54.02773641559192,0.48
15402,86.61979360052473,0.375
15404,99.20247882547731,0.44000000000000006
15405,99.24036026882663,0.24
15413,67.58180955970228,0.5071428571428571
15432,11.45618800728955,0.47833333333333333
15433,16.302976805478668,0.4166666666666667
15434,20.77126794115915,0.43124999999999997
15435,53.05164508633851,0.36428571428571427
15462,57.53217867849354,0.31875
15491,16.873888426508717,0.2966666666666667
15492,22.21430125589238,0.17333333333333334
15493,89.30538090710412,0.1275
15494,55.6724075450231,0.15
15495,14.438428358847617,0.21000000000000002
15496,8.427752924529464,0.29
15497,25.38893958877724,0.27749999999999997
15498,30.97781352062843,0.08
15499,24.26847118397885,0.10999999999999999
15500,5.156357908898947,0.2925
15502,85.88047231228384,0.125
15503,22.084624136714677,0.11333333333333333
15504,32.449814077613226,0.16
15505,66.04205828424358,0.1175
15507,40.658988191101,0.39999999999999997
15508,46.97676169393288,0.3983333333333334
15509,34.05025570124687,0.4
15510,4.229220653006664,0.42
15511,27.02019915111233,0.32857142857142857
15512,84.25791759630022,0.44999999999999996
15513,14.33809187712272,0.43166666666666664
15514,21.4395464190329,0.4383333333333333
15515,48.95089463498536,0.4583333333333334
15516,13.915110028709693,0.4116666666666666
15568,74.42930185939849,0.2928571428571428
15660,62.54821468889536,0.36333333333333334
15662,85.93089946443365,0.28555555555555556
15682,20.10712628840529,0.22285714285714286
15750,27.75534413157033,0.52
15752,71.96311662012569,0.4014285714285714
15754,39.37691412563961,0.502
15756,71.02914493854406,0.27666666666666667
15757,99.68979907449032,0.2777777777777778
15758,97.81572311288392,0.24
15762,49.12312211334861,0.7275
15763,35.429500085587925,0.26
15766,40.805624555496685,0.3114285714285714
15768,41.27416817994959,0.39
15769,80.21272200567401,0.46444444444444444
15772,12.781753570104216,0.135
15773,60.59314685004267,0.44699999999999995
15774,92.00804183802836,0.312
15775,99.52111950904488,0.2785714285714286
15778,83.76041374405838,0.28625
15786,61.00127164042389,0.14
15787,83.60397884772998,0.47
15789,35.52128513441981,0.186
15790,98.88096830963153,0.21
15802,99.73927425764047,0.24846153846153846
15809,39.97998576608605,0.275
15811,23.74370767593989,0.08
15813,96.42800300477344,2.01
15819,81.83612963698104,0.5
15835,28.968876768457708,0.4571428571428572
15836,60.525153054464994,0.4811111111111111
15869,10.427300194168874,0.275
15935,84.01344053329562,0.15
15936,99.11436066220816,0.25625000000000003
15941,29.92860535155465,0.38
15942,12.315591540521025,0.19
15970,73.93522459986882,0.12714285714285714
15977,98.375693390327,0.38625
15982,28.493131180047584,0.33999999999999997
15983,24.48473288516653,0.3
16006,51.05627460137527,0.35250000000000004
16008,51.61024750352126,0.14857142857142858
16038,67.41906450882483,0.2488888888888889
16039,74.5585383772026,0.29874999999999996
16040,12.235340208840867,0.25666666666666665
16041,73.56602447918885,0.274
16042,51.97350166317426,0.32
16044,77.71541941947328,0.278
16045,59.85077748612581,0.22999999999999998
16046,71.57645369785872,0.37
16047,25.174539078187607,0.195
16048,37.756431565614925,0.32666666666666666
16049,32.39798214292168,0.33666666666666667
16050,44.24366644800777,0.3925
16051,44.1578799878988,0.49
16052,14.083124368607406,0.16333333333333333
16054,26.54465920326077,0.26
16055,29.33279297784817,0.24333333333333332
16056,23.84884467384096,0.3133333333333333
16057,31.675969997233047,0.35125
16058,24.6401159022568,0.24125000000000002
16065,99.65603435137577,0.236
16067,98.9674569282074,0.246
16086,99.82140659090912,0.215
16107,71.9777222818304,0.31
16108,53.70170391084188,0.2375
16136,38.68426772484755,0.03
16137,7.865040977282524,0.06
16138,47.17141909328995,0.09
16142,51.732233045767984,0.14500000000000002
16155,23.09665175836048,0.21666666666666667
16156,23.18916712814864,0.13999999999999999
16157,29.79348386946601,0.19666666666666666
16158,3.73406324104771,0.16333333333333333
16159,10.363096727872096,0.11
16160,31.231469946194885,0.17666666666666667
16161,13.780713932977356,0.22999999999999998
16162,40.67099079699397,0.29000000000000004
16163,25.098264279809182,0.21666666666666667
16164,97.78036279104236,0.18333333333333335
16165,34.97899456006498,0.17666666666666667
16166,16.34666242035055,0.135
16167,15.067382241878914,0.17
16251,90.74140114185722,0.178
16252,94.21174419367128,0.13
16253,91.45082371532834,0.164
16267,42.74999579732866,0.21999999999999997
16271,10.805905453492173,0.18666666666666665
16272,11.565002595479712,0.24000000000000002
16278,70.18411110840957,0.36
16293,98.96631757358163,0.29700000000000004
16294,47.4257984232161,0.33799999999999997
16298,57.19828382347115,0.19000000000000003
16323,52.131396916804064,0.2725
16325,98.48687241209804,0.02
16327,75.11848034086181,0.2125
16328,76.76182975518887,0.2425
16329,73.82996811388357,0.24
16330,87.74077665076192,0.17250000000000001
16331,77.9764480541073,0.215
16332,83.20416231674645,0.1875
16333,76.18396989906647,0.1925
16334,81.19054683885011,0.195
16335,92.41586967229858,0.30500000000000005
16336,65.37087014269414,0.31666666666666665
16337,89.84981592885332,0.26
16338,82.82342093095103,0.33
16339,67.98750128089236,0.215
16340,67.9807518720511,0.2
16341,99.0899143231333,0.235
16342,62.26931614865526,0.29500000000000004
16343,70.81101458163562,0.245
16344,77.78462146845112,0.235
16345,82.87216089921075,0.265
16347,99.6032231052716,0.29
16348,96.35390066270202,0.27
16349,24.53425788398158,0.28
16350,97.64794229255766,0.25
16351,65.75283577981273,0.2
16352,55.06465554619872,0.31
16354,70.01369317541646,0.23
16356,60.61212559037641,0.23
16358,66.29553359348084,0.23
16360,86.05697740193827,0.24
16361,84.37389548918328,0.15
16363,90.3307694014968,0.26
16365,99.01813610757708,0.28
16372,99.4007600794308,0.22599999999999998
16374,99.44167305912656,0.242
16384,99.95643777777777,0.07
16394,78.45275947516907,0.3233333333333333
16415,9.84156128398834,0.33999999999999997
16424,15.423598611854407,0.29
16428,16.41673977793476,0.24666666666666667
16429,13.405361907229906,0.41333333333333333
16469,12.922314189991017,0.15666666666666665
16483,52.34559424976594,0.28
16485,54.99779260205263,0.2933333333333333
16486,97.44668340230574,0.21
16487,22.18118497490513,0.365
16488,73.59364183282102,0.20625
16489,35.320096626301975,0.37
16497,60.82735295309621,0.25142857142857145
16498,66.37062728824553,0.3211111111111111
16499,55.61457476779309,0.3418181818181818
16500,12.27652217109158,0.36875
16501,73.08714053375576,0.2
16502,74.33941676271198,0.24571428571428575
16503,33.04156577009218,0.18875
16512,23.87174899814954,0.3609090909090909
16513,45.34527233558693,0.15142857142857144
16563,38.51973376005174,0.26
16575,94.68523656597544,0.312
16588,77.52962340839825,0.22666666666666668
16624,98.6628687945746,0.34714285714285714
16625,22.576452202599302,0.2928571428571428
16636,34.126602455026934,0.1475
16637,20.69454986237401,0.18857142857142858
16666,77.42004832554545,0.43
16675,73.7043855476033,0.39
16708,98.88230211339584,0.27375
16709,99.1906033128908,0.26375
16711,99.23017763912014,0.26625
16712,99.69712087259964,0.26625
16755,47.13022887289184,0.33
16799,41.05590122762287,0.27
16800,38.54549368025234,0.3275
16801,97.51907520118576,0.26666666666666666
16802,98.05187132933276,0.26833333333333337
16803,9.542874951802007,0.35000000000000003
16810,6.641692913568342,0.398
16811,37.896914228698,0.19000000000000003
16842,83.4304474057152,0.32833333333333337
16845,91.35410236275264,0.23545454545454544
16910,96.23091596612268,0.43374999999999997
16922,75.40847567240215,0.32875
16938,78.66877193620152,0.33375
16940,68.73349463165617,0.355
16941,70.12622621252625,0.33125
16942,68.81489250606388,0.33
16952,89.31719141905032,0.2927777777777778
16958,31.10326990470761,0.35333333333333333
16961,27.174398754995845,0.3931578947368421
17031,10.027711403210512,0.59
17032,98.24792548502352,0.28777777777777774
17033,92.49557582863233,0.28111111111111114
17034,40.64197486549456,0.24
