pond_id,farm_id,length,width,deep,pond_size,regency
27142,6903,36.51,27.39,,1000.0088999999999,
27147,6904,0.6,0.45,,0.27,
27148,6904,0.6,0.45,,0.27,
27149,6904,0.6,0.45,,0.27,
27150,6904,0.6,0.45,,0.27,
27151,6904,0.6,0.45,,0.27,
27165,6905,40.0,30.0,,1200.0,
28810,7364,36.51,27.39,,1000.0088999999999,
28811,7364,36.51,27.39,,1000.0088999999999,
28812,7364,36.51,27.39,,1000.0088999999999,
28813,7364,36.51,27.39,,1000.0088999999999,
28814,7364,36.51,27.39,,1000.0088999999999,
28815,7364,36.51,27.39,,1000.0088999999999,
28816,7364,36.51,27.39,,1000.0088999999999,
28817,7364,36.51,27.39,,1000.0088999999999,
28818,7364,36.51,27.39,,1000.0088999999999,
28819,7364,36.51,27.39,,1000.0088999999999,
28820,7365,66.33,49.75,,3299.9175,
28821,7365,36.51,27.39,,1000.0088999999999,
28822,7365,36.51,27.39,,1000.0088999999999,
28823,7365,36.51,27.39,,1000.0088999999999,
28824,7365,36.51,27.39,,1000.0088999999999,
28825,7366,51.64,38.73,,2000.0171999999998,
28826,7366,51.64,38.73,,2000.0171999999998,
28827,7367,32.25,24.19,,780.1275,
28828,7370,3.65,2.74,,10.001000000000001,
28829,7371,44.72,33.54,,1499.9088,
28830,7371,36.51,27.39,,1000.0088999999999,
28867,7382,253.66,190.24,,48256.2784,
28868,7383,51.64,38.73,,2000.0171999999998,
28869,7385,51.64,38.73,,2000.0171999999998,
28870,7385,73.03,54.77,,3999.8531000000003,
28871,7385,89.44,67.08,,5999.6352,
28872,7388,,,,,
28873,7387,36.51,27.39,,1000.0088999999999,
28874,7387,36.51,27.39,,1000.0088999999999,
28970,7388,81.65,61.24,,5000.246,
28971,7388,,,,,
28972,7388,,,,,
28973,7388,,,,,
28974,7388,,,,,
35154,6739,30.0,40.0,1.0,1200.0,
36426,9603,30.0,30.0,30.0,900.0,
36427,9603,30.0,,30.0,,
36650,9603,12.0,12.0,1.0,144.0,
36651,9603,13.0,13.0,1.0,169.0,
36652,9603,30.0,20.0,30.0,600.0,
36663,9603,40.0,40.0,40.0,1600.0,
36664,9603,30.0,30.0,30.0,900.0,
36673,9603,35.0,35.0,30.0,1225.0,
36674,9603,30.0,30.0,,900.0,
37329,6739,50.0,50.0,1.0,2500.0,
37694,9986,10.0,,1.0,,
37695,9986,10.0,,1.0,,
37696,9986,10.0,,1.0,,
37697,9987,81.65,61.24,,5000.246,
37699,9987,57.74,43.3,,2500.142,
43425,11712,50.0,50.0,3.0,2500.0,
43426,11712,50.0,50.0,3.0,2500.0,
44499,12528,100.0,40.0,5.0,4000.0,
44500,12528,100.0,40.0,5.0,4000.0,
44501,12528,100.0,40.0,5.0,4000.0,
44502,12528,100.0,40.0,5.0,4000.0,
44503,12528,100.0,40.0,5.0,4000.0,
44504,12528,100.0,40.0,5.0,4000.0,
44505,12528,100.0,40.0,5.0,4000.0,
44514,12530,31.0,30.0,1.3,930.0,PACITAN
44515,12530,30.0,29.0,1.3,870.0,PACITAN
44516,12530,29.0,28.0,1.3,812.0,PACITAN
44517,12530,24.0,21.0,1.3,504.0,PACITAN
44527,12535,27.0,27.0,1.0,729.0,
44539,12537,50.0,40.05,1.3,2002.4999999999998,MAMUJU UTARA
44540,12537,50.0,40.05,1.3,2002.4999999999998,MAMUJU UTARA
44541,12537,50.0,40.01,1.3,2000.5,MAMUJU UTARA
44542,12537,50.0,40.01,1.3,2000.5,MAMUJU UTARA
44543,12537,50.0,40.01,1.3,2000.5,MAMUJU UTARA
44544,12537,50.0,40.07,1.3,2003.5,MAMUJU UTARA
44545,12537,40.0,35.13,1.3,1405.2,MAMUJU UTARA
44546,12537,40.0,35.13,1.3,1405.2,MAMUJU UTARA
44547,12537,40.0,30.06,1.3,1202.3999999999999,MAMUJU UTARA
44548,12537,40.0,30.06,1.3,1202.3999999999999,MAMUJU UTARA
44549,12537,40.0,32.6,1.3,1304.0,MAMUJU UTARA
44550,12537,40.0,35.03,1.3,1401.2,MAMUJU UTARA
44564,12539,99.0,50.0,1.0,4950.0,
44565,12539,80.0,50.0,1.0,4000.0,
44566,12530,32.0,30.0,1.3,960.0,PACITAN
44567,12540,28.0,23.0,2.0,644.0,
44568,12540,28.0,23.0,2.0,644.0,
44569,12540,28.0,23.0,2.0,644.0,
44570,12540,28.0,23.0,2.0,644.0,
44571,12540,28.0,23.0,2.0,644.0,
44572,12540,28.0,23.0,2.0,644.0,
44576,12541,100.0,68.0,10.0,6800.0,
44577,12542,34.0,30.0,1.4,1020.0,
44578,12542,20.0,20.0,1.3,400.0,
44579,12542,21.0,14.0,1.3,294.0,
44585,12545,27.0,23.0,1.3,621.0,PACITAN
44586,12545,29.0,27.0,1.3,783.0,PACITAN
44587,12545,29.0,27.0,1.3,783.0,PACITAN
44588,12545,30.0,28.0,1.3,840.0,PACITAN
44589,12546,52.0,25.0,1.5,1300.0,
44591,12546,28.0,74.0,1.5,2072.0,
44592,12546,28.0,132.0,1.5,3696.0,
44593,12547,46.0,37.0,1.5,1702.0,
44594,12548,80.0,30.0,1.2,2400.0,
44595,12548,80.0,30.0,1.2,2400.0,
44596,12548,50.0,30.0,1.0,1500.0,
44597,12549,100.0,10.0,1.0,1000.0,
44598,12549,100.0,10.0,1.0,1000.0,
44599,12549,100.0,10.0,1.0,1000.0,
44600,12549,100.0,10.0,1.0,1000.0,
44601,12549,100.0,10.0,1.0,1000.0,
44602,12549,100.0,10.0,1.0,1000.0,
44603,12550,150.0,20.0,1.0,3000.0,
44604,12550,150.0,20.0,1.0,3000.0,
44605,12550,150.0,20.0,1.0,3000.0,
44606,12550,150.0,20.0,1.0,3000.0,
44607,12550,150.0,20.0,1.0,3000.0,
44608,12550,150.0,20.0,1.0,3000.0,
44609,12550,150.0,20.0,1.0,3000.0,
44610,12550,150.0,20.0,1.0,3000.0,
44612,12551,1.0,1.0,1.0,1.0,
44613,12553,40.0,40.0,1.5,1600.0,
44614,12553,40.0,40.0,1.5,1600.0,
44615,12553,40.0,40.0,1.5,1600.0,
44616,12553,40.0,40.0,1.5,1600.0,
44627,12556,35.0,35.0,1.0,1225.0,
44628,12556,28.0,30.0,1.0,840.0,
44630,12556,30.0,16.0,1.0,480.0,
44631,12557,200.0,10.0,1.0,2000.0,
44632,12557,200.0,10.0,1.0,2000.0,
44633,12557,200.0,10.0,1.0,2000.0,
44634,12557,200.0,10.0,1.0,2000.0,
44635,12557,200.0,10.0,1.0,2000.0,
44637,12558,28.0,28.0,1.2,784.0,
44638,12558,30.0,30.0,1.2,900.0,
44639,12559,50.0,50.0,2.0,2500.0,
44640,12559,50.0,50.0,2.0,2500.0,
44641,12559,50.0,50.0,2.0,2500.0,
44642,12559,50.0,50.0,2.0,2500.0,
44643,12559,50.0,50.0,2.0,2500.0,
44644,12559,50.0,50.0,2.0,2500.0,
44645,12559,50.0,50.0,2.0,2500.0,
44646,12559,50.0,50.0,2.0,2500.0,
44647,12559,50.0,50.0,2.0,2500.0,
44648,12559,50.0,50.0,2.0,2500.0,
44649,12560,30.0,30.0,1.6,900.0,
44650,12560,30.0,30.0,1.6,900.0,
44651,12560,30.0,30.0,1.6,900.0,
44652,12560,30.0,30.0,1.6,900.0,
44653,12560,30.0,30.0,1.6,900.0,
44654,12560,30.0,30.0,1.6,900.0,
44655,12560,30.0,30.0,1.6,900.0,
44656,12560,30.0,30.0,1.6,900.0,
44657,12560,30.0,30.0,1.6,900.0,
44658,12560,30.0,30.0,1.6,900.0,
44659,12560,30.0,30.0,1.6,900.0,
44660,12560,30.0,30.0,1.6,900.0,
44661,12560,30.0,30.0,1.6,900.0,
44662,12560,30.0,30.0,1.6,900.0,
44663,12560,30.0,30.0,1.6,900.0,
44664,12560,30.0,30.0,1.6,900.0,
44665,12560,30.0,30.0,1.6,900.0,
44666,12560,30.0,30.0,1.6,900.0,
44667,12560,30.0,30.0,1.6,900.0,
44668,12560,30.0,30.0,1.6,900.0,
44675,12561,50.0,50.0,1.0,2500.0,
44676,12561,50.0,50.0,1.0,2500.0,
44677,12561,50.0,50.0,1.0,2500.0,
44678,12561,50.0,50.0,1.0,2500.0,
44679,12561,50.0,50.0,1.0,2500.0,
44680,12561,50.0,50.0,1.0,2500.0,
44681,12561,50.0,50.0,1.0,2500.0,
44682,12561,50.0,50.0,1.0,2500.0,
44683,12561,50.0,50.0,1.0,2500.0,
44684,12561,50.0,50.0,1.0,2500.0,
44685,12562,40.0,20.0,1.0,800.0,
44686,12562,40.0,20.0,1.0,800.0,
44687,12562,40.0,20.0,1.0,800.0,
44688,12562,40.0,20.0,1.0,800.0,
44689,12562,40.0,20.0,1.0,800.0,
44690,12562,40.0,20.0,1.0,800.0,
44691,12562,40.0,20.0,1.0,800.0,
44692,12562,40.0,20.0,1.0,800.0,
44693,12562,40.0,20.0,1.0,800.0,
44694,12562,40.0,20.0,1.0,800.0,
44698,12563,32.0,33.0,1.1,1056.0,
44699,12563,33.0,32.0,1.1,1056.0,
44700,12563,33.0,32.0,1.1,1056.0,
44701,12564,24.0,24.0,3.0,576.0,
44702,12564,32.0,32.0,3.0,1024.0,
44703,12564,32.0,32.0,3.0,1024.0,
44704,12564,30.0,30.0,3.0,900.0,
44705,12564,30.0,30.0,3.0,900.0,
44706,12564,32.0,32.0,3.0,1024.0,
44707,12564,32.0,32.0,2.0,1024.0,
44708,12564,31.0,31.0,3.0,961.0,
44709,12564,32.0,32.0,3.0,1024.0,
44710,12564,32.0,32.0,3.0,1024.0,
44711,12565,33.0,31.0,1.0,1023.0,
44712,12563,33.0,32.0,1.1,1056.0,
44713,12563,33.0,32.0,1.1,1056.0,
44714,12563,33.0,32.0,1.1,1056.0,
44715,12567,20.0,24.0,1.0,480.0,
44716,12567,24.0,22.0,1.0,528.0,
44717,12567,26.0,24.0,1.0,624.0,
44718,12567,26.0,22.0,1.0,572.0,
44719,12567,24.0,24.0,1.0,576.0,
44720,12567,30.0,18.0,1.0,540.0,
44721,12567,22.0,24.0,1.0,528.0,
44722,12567,20.0,22.0,1.0,440.0,
44723,12567,30.0,26.0,1.0,780.0,
44725,12570,32.0,30.0,1.2,960.0,
44726,12570,32.0,30.0,1.2,960.0,
44735,12228,40.0,30.0,1.0,1200.0,
44736,12228,30.0,30.0,1.0,900.0,
44737,12566,40.0,25.0,1.0,1000.0,
44738,12566,40.0,25.0,1.0,1000.0,
44739,12566,40.0,25.0,1.0,1000.0,
44740,12566,40.0,25.0,1.0,1000.0,
44741,12566,40.0,40.0,1.0,1600.0,
44742,12566,40.0,40.0,1.0,1600.0,
44743,12566,40.0,40.0,1.0,1600.0,
44744,12566,40.0,40.0,1.0,1600.0,
44949,13223,50.0,50.0,1.5,2500.0,
44958,13225,5.0,2.0,1.5,10.0,
44959,13225,5.0,2.0,1.5,10.0,
44960,13225,5.0,2.0,1.5,10.0,
44961,13225,5.0,2.0,1.5,10.0,
44962,13225,5.0,2.0,1.5,10.0,
44963,13225,5.0,2.0,1.5,10.0,
44964,13225,5.0,2.0,1.5,10.0,
44965,13225,5.0,2.0,1.5,10.0,
44966,13225,5.0,2.0,1.5,10.0,
44967,13225,5.0,2.0,1.5,10.0,
44968,13226,1.0,1.0,1.0,1.0,
44981,13228,45.0,43.0,1.0,1935.0,
44982,13228,53.0,45.0,1.0,2385.0,
45036,13249,3.0,2.0,7.5,6.0,
45037,13250,30.0,30.0,1.5,900.0,
45038,13250,30.0,30.0,1.5,900.0,
45039,13250,30.0,30.0,1.5,900.0,
45040,13251,34.0,34.0,1.6,1156.0,
45041,13251,34.0,34.0,1.6,1156.0,
45042,13251,34.0,34.0,1.6,1156.0,
45043,13251,34.0,34.0,1.6,1156.0,
45084,13266,120.0,10.0,150.0,1200.0,
45085,13266,120.0,10.0,150.0,1200.0,
45086,13266,120.0,10.0,150.0,1200.0,
45087,13266,120.0,10.0,150.0,1200.0,
45088,13266,120.0,10.0,150.0,1200.0,
45089,13266,120.0,10.0,150.0,1200.0,
45090,13266,120.0,10.0,150.0,1200.0,
45091,13266,120.0,10.0,150.0,1200.0,
45092,13267,10.0,5.0,2.0,50.0,
45093,13267,5.0,8.0,4.0,40.0,
45094,13267,7.0,5.0,2.0,35.0,
45095,13267,7.0,4.0,3.0,28.0,
45096,13267,5.0,6.0,2.0,30.0,
45098,13268,8.0,5.0,2.0,40.0,
45099,13269,5.0,5.0,1.0,25.0,
45100,13269,5.0,5.0,1.0,25.0,
45101,13269,5.0,5.0,1.0,25.0,
45102,13269,5.0,5.0,1.0,25.0,
45103,13269,5.0,5.0,1.0,25.0,
45297,12569,27.0,28.0,1.2,756.0,
45298,12569,27.0,28.0,1.2,756.0,
45299,12569,24.0,25.0,1.2,600.0,
45519,13378,10.0,10.0,1.3,100.0,
45520,13378,10.0,,1.3,,
45521,13378,10.0,,1.3,,
45847,12546,80.0,25.0,1.5,2000.0,
46700,12547,46.0,34.0,1.5,1564.0,
46795,12547,46.0,34.0,1.5,1564.0,
46881,12547,45.0,35.0,1.5,1575.0,
47762,12546,30.0,70.0,1.5,2100.0,